average_reward,loss,learning_rate,buffer_size,epoch
-6.1866455078125,45.86781311035156,9e-05,355843,108
-6.25,42.65180969238281,9e-05,358843,109
-6.013712565104167,44.1083984375,9e-05,361843,110
-5.977294921875,42.224266052246094,9e-05,364843,111
-6.03369140625,44.32256317138672,9e-05,367843,112
-6.1458740234375,43.44464111328125,9e-05,370843,113
-6.068155924479167,42.886924743652344,9e-05,373843,114
-6.0125732421875,44.46173858642578,9e-05,376843,115
-6.0208740234375,45.868072509765625,9e-05,379843,116
-6.095703125,43.2089729309082,9e-05,382843,117
-5.946451822916667,42.138145446777344,9e-05,385843,118
-6.0943603515625,43.90934371948242,9e-05,388843,119
-6.0257568359375,42.00792694091797,9e-05,391843,120
-5.918375651041667,42.717472076416016,9e-05,394843,121
-5.992838541666667,41.500953674316406,9e-05,397843,122
-5.9002685546875,43.35526657104492,9e-05,400843,123
-6.025309244791667,43.45726013183594,9e-05,403843,124
-5.7608642578125,44.24967575073242,9e-05,406843,125
-5.949625651041667,44.333702087402344,9e-05,409843,126
-5.748006184895833,42.05955123901367,9e-05,412843,127
-5.760538736979167,43.60093307495117,9e-05,415843,128
-5.69482421875,41.48377227783203,9e-05,418843,129
-5.989298502604167,42.56646728515625,9e-05,421843,130
-5.838826497395833,42.376556396484375,9e-05,424843,131
-5.54443359375,43.172027587890625,9e-05,427843,132
-5.817830403645833,45.124610900878906,9e-05,430843,133
-5.503377278645833,43.492637634277344,9e-05,433843,134
-5.677530924479167,43.75044250488281,9e-05,436843,135
-5.705729166666667,42.50084686279297,9e-05,439843,136
-5.66455078125,40.82212448120117,9e-05,442843,137
-5.499796549479167,40.76041030883789,9e-05,445843,138
-5.782307942708333,42.52339172363281,9e-05,448843,139
-5.593180338541667,39.992366790771484,9e-05,451843,140
-5.903767903645833,43.404903411865234,9e-05,454843,141
-5.680216471354167,40.819610595703125,9e-05,457843,142
-5.532430013020833,41.96604919433594,9e-05,460843,143
-5.804158528645833,41.130592346191406,9e-05,463843,144
-5.5372314453125,43.135459899902344,9e-05,466843,145
-5.634724934895833,41.46015167236328,9e-05,469843,146
-5.68212890625,40.1253776550293,9e-05,472843,147
-5.490519205729167,41.87356948852539,9e-05,475843,148
-5.715087890625,41.64234161376953,9e-05,478843,149
-5.409138997395833,41.312713623046875,9e-05,481843,150
-5.320597330729167,39.58478546142578,9e-05,484843,151
-5.500691731770833,42.976348876953125,9e-05,487843,152
-5.351847330729167,41.58441925048828,9e-05,490843,153
-5.460123697916667,40.93181610107422,9e-05,493843,154
-5.429158528645833,40.02278518676758,9e-05,496843,155
-5.4107666015625,40.68058776855469,9e-05,499843,156
-5.604166666666667,41.298973083496094,9e-05,502843,157
-5.433186848958333,39.242218017578125,9e-05,505843,158
-5.4158935546875,41.91815185546875,9e-05,508843,159
-5.435302734375,40.1387825012207,9e-05,511843,160
-5.419352213541667,42.59408950805664,9e-05,514843,161
-5.325846354166667,38.984092712402344,9e-05,517843,162
-5.223551432291667,39.725311279296875,9e-05,520843,163
-5.199625651041667,39.61235809326172,9e-05,523843,164
-5.2994384765625,39.68324279785156,9e-05,526843,165
-5.216756184895833,39.8516845703125,9e-05,529843,166
-5.242716471354167,39.913108825683594,9e-05,532843,167
-5.201904296875,40.83991241455078,9e-05,535843,168
-5.231730143229167,40.749595642089844,9e-05,538843,169
-5.133341471354167,42.512359619140625,9e-05,541843,170
-5.196818033854167,39.357208251953125,9e-05,544843,171
-5.100789388020833,39.2760009765625,9e-05,547843,172
-5.278483072916667,43.577415466308594,9e-05,550843,173
-5.04833984375,39.93492889404297,9e-05,553843,174
-5.272542317708333,40.1074104309082,9e-05,556843,175
-5.126790364583333,38.09980773925781,9e-05,559843,176
-5.397989908854167,41.34028625488281,9e-05,562843,177
-4.985432942708333,37.51226043701172,9e-05,565843,178
-5.1109619140625,39.0450439453125,9e-05,568843,179
-4.864542643229167,39.43294906616211,9e-05,571843,180
-4.8974609375,40.78691101074219,9e-05,574843,181
-4.9263916015625,37.440006256103516,9e-05,577843,182
-4.912760416666667,40.83283996582031,9e-05,580843,183
-5.078857421875,39.06608581542969,9e-05,583843,184
-4.935831705729167,41.63374328613281,9e-05,586843,185
-4.801310221354167,37.60264587402344,9e-05,589843,186
-4.782307942708333,39.989166259765625,9e-05,592843,187
-4.883585611979167,39.92365264892578,9e-05,595843,188
-4.932291666666667,38.342262268066406,9e-05,598843,189
-4.95166015625,38.36631393432617,9e-05,601843,190
-5.088582356770833,40.5699577331543,9e-05,604843,191
-4.880615234375,39.659454345703125,9e-05,607843,192
-4.853474934895833,39.783119201660156,9e-05,610843,193
-4.807820638020833,39.82970428466797,9e-05,613843,194
-4.797281901041667,39.46184158325195,9e-05,616843,195
-4.803141276041667,38.016605377197266,9e-05,619843,196
-4.665852864583333,38.023658752441406,9e-05,622843,197
-4.634114583333333,38.223968505859375,9e-05,625843,198
-4.760498046875,39.313899993896484,9e-05,628843,199
-4.648885091145833,38.77500915527344,9e-05,631843,200
-4.863362630208333,38.746925354003906,9e-05,634843,201
-4.700642903645833,38.62010192871094,8.1e-05,637843,202
-5.000528971354167,39.66438293457031,8.1e-05,640843,203
-4.727010091145833,37.59540939331055,8.1e-05,643843,204
-4.727213541666667,37.83177185058594,8.1e-05,646843,205
-4.766276041666667,38.75708770751953,8.1e-05,649843,206
-4.813028971354167,40.17532730102539,8.1e-05,652843,207
-4.690226236979167,38.16360855102539,8.1e-05,655843,208
-4.558186848958333,37.497650146484375,8.1e-05,658843,209
-4.633341471354167,39.614707946777344,8.1e-05,661843,210
-4.731363932291667,38.10343933105469,8.1e-05,664843,211
-4.544392903645833,38.973785400390625,8.1e-05,667843,212
-4.685791015625,39.198753356933594,8.1e-05,670843,213
-4.535888671875,40.009422302246094,8.1e-05,673843,214
-4.278767903645833,38.90772247314453,8.1e-05,676843,215
-4.45068359375,36.74105453491211,8.1e-05,679843,216
-4.515177408854167,40.12559509277344,8.1e-05,682843,217
-4.445231119791667,39.23916244506836,8.1e-05,685843,218
-4.372233072916667,36.95367431640625,8.1e-05,688843,219
-4.415568033854167,37.67158508300781,8.1e-05,691843,220
-4.526611328125,38.406612396240234,8.1e-05,694843,221
-4.352701822916667,38.032066345214844,8.1e-05,697843,222
-4.486897786458333,39.25205993652344,8.1e-05,700843,223
-4.402872721354167,37.466835021972656,8.1e-05,703843,224
-4.377522786458333,38.001060485839844,8.1e-05,706843,225
-4.241170247395833,37.21723556518555,8.1e-05,709843,226
-4.2296142578125,37.190711975097656,8.1e-05,712843,227
-4.107137044270833,38.66044616699219,8.1e-05,715843,228
-4.117635091145833,37.159305572509766,8.1e-05,718843,229
-4.213582356770833,38.00198745727539,8.1e-05,721843,230
-4.2684326171875,36.29386901855469,8.1e-05,724843,231
-4.049031575520833,36.342979431152344,8.1e-05,727843,232
-3.8571370442708335,36.67032241821289,8.1e-05,730843,233
-4.252197265625,37.01873779296875,8.1e-05,733843,234
-4.066731770833333,36.50971221923828,8.1e-05,736843,235
-4.072509765625,35.48413848876953,8.1e-05,739843,236
-4.1058349609375,36.95566940307617,8.1e-05,742843,237
-4.141520182291667,36.61384582519531,8.1e-05,745843,238
-4.063761393229167,35.48912811279297,8.1e-05,748843,239
-4.284871419270833,38.0079345703125,8.1e-05,751843,240
-4.17578125,37.58673095703125,8.1e-05,754843,241
-4.0704345703125,36.91242218017578,8.1e-05,757843,242
-3.9837239583333335,36.38102722167969,8.1e-05,760843,243
-4.091796875,36.474830627441406,8.1e-05,763843,244
-4.0780029296875,36.51066589355469,8.1e-05,766843,245
-4.093424479166667,36.76888656616211,8.1e-05,769843,246
-4.050862630208333,37.7588005065918,8.1e-05,772843,247
-4.000895182291667,37.74734878540039,8.1e-05,775843,248
-3.8736572265625,35.559539794921875,8.1e-05,778843,249
-3.8328857421875,36.19773483276367,8.1e-05,781843,250
-4.08056640625,36.568138122558594,8.1e-05,784843,251
-3.8689778645833335,36.542396545410156,8.1e-05,787843,252
-4.116170247395833,36.964691162109375,8.1e-05,790843,253
-3.9514973958333335,36.4617919921875,8.1e-05,793843,254
-3.7948404947916665,38.640132904052734,8.1e-05,796843,255
-3.7942708333333335,35.497154235839844,8.1e-05,799843,256
-3.9970703125,36.804298400878906,8.1e-05,802843,257
-3.8900960286458335,37.89680480957031,8.1e-05,805843,258
-3.7686360677083335,35.84284210205078,8.1e-05,808843,259
-3.6388346354166665,35.893287658691406,8.1e-05,811843,260
-3.5564371744791665,34.90044021606445,8.1e-05,814843,261
-3.6471354166666665,35.77357482910156,8.1e-05,817843,262
-3.5101725260416665,35.78298568725586,8.1e-05,820843,263
-3.7621256510416665,37.13616943359375,8.1e-05,823843,264
-3.8313395182291665,34.90753936767578,8.1e-05,826843,265
-3.7235921223958335,35.907840728759766,8.1e-05,829843,266
-3.7607014973958335,35.788185119628906,8.1e-05,832843,267
-3.5277099609375,35.65929412841797,8.1e-05,835843,268
-3.568115234375,35.47224807739258,8.1e-05,838843,269
-3.6896158854166665,33.54418182373047,8.1e-05,841843,270
-3.5428873697916665,36.70659637451172,8.1e-05,844843,271
-3.614990234375,36.19525909423828,8.1e-05,847843,272
-3.67724609375,35.71784973144531,8.1e-05,850843,273
-3.6055501302083335,34.814239501953125,8.1e-05,853843,274
-3.6831868489583335,35.71455764770508,8.1e-05,856843,275
-3.6287841796875,36.602500915527344,8.1e-05,859843,276
-3.6171875,35.364646911621094,8.1e-05,862843,277
-3.6787516276041665,35.99635314941406,8.1e-05,865843,278
-3.4980061848958335,36.40776062011719,8.1e-05,868843,279
-3.65087890625,36.452430725097656,8.1e-05,871843,280
-3.3343505859375,35.31005859375,8.1e-05,874843,281
-3.2825927734375,36.82157516479492,8.1e-05,877843,282
-3.5251871744791665,34.66461181640625,8.1e-05,880843,283
-3.447021484375,35.79560852050781,8.1e-05,883843,284
-3.6178792317708335,36.259796142578125,8.1e-05,886843,285
-3.4867350260416665,36.16957473754883,8.1e-05,889843,286
-3.5474039713541665,36.739173889160156,8.1e-05,892843,287
-3.1901041666666665,36.24639129638672,8.1e-05,895843,288
-3.2585856119791665,35.89019012451172,8.1e-05,898843,289
-3.4609781901041665,32.80083084106445,8.1e-05,901843,290
-3.2264811197916665,33.73945236206055,8.1e-05,904843,291
-3.4125162760416665,35.5429573059082,8.1e-05,907843,292
-3.468017578125,35.7091064453125,8.1e-05,910843,293
-3.3221028645833335,33.46728515625,8.1e-05,913843,294
-3.2131754557291665,33.55257034301758,8.1e-05,916843,295
-3.2624918619791665,35.37639617919922,8.1e-05,919843,296
-3.1001383463541665,33.20771789550781,8.1e-05,922843,297
-3.2731526692708335,33.57234191894531,8.1e-05,925843,298
-3.3107096354166665,33.42755126953125,8.1e-05,928843,299
-3.3599446614583335,33.72234344482422,8.1e-05,931843,300
-3.1059163411458335,33.41644287109375,8.1e-05,934843,301
-3.1808675130208335,33.76263427734375,8.1e-05,937843,302
-3.2067464192708335,33.80329132080078,8.1e-05,940843,303
-3.2107747395833335,34.53923797607422,8.1e-05,943843,304
-3.247802734375,33.792510986328125,8.1e-05,946843,305
-3.1318359375,34.57566833496094,8.1e-05,949843,306
-3.1599527994791665,33.43294906616211,8.1e-05,952843,307
-3.1935221354166665,35.33469009399414,8.1e-05,955843,308
-3.4344075520833335,34.28323745727539,8.1e-05,958843,309
-2.941162109375,35.33222198486328,8.1e-05,961843,310
-2.9806315104166665,33.71858215332031,8.1e-05,964843,311
-3.2000325520833335,35.54906463623047,8.1e-05,967843,312
-3.0036214192708335,34.30812072753906,8.1e-05,970843,313
-3.1370442708333335,33.278568267822266,8.1e-05,973843,314
-3.141357421875,34.138160705566406,8.1e-05,976843,315
-3.15087890625,35.168975830078125,8.1e-05,979843,316
-3.2714029947916665,33.615447998046875,8.1e-05,982843,317
-2.9625651041666665,36.1695556640625,8.1e-05,985843,318
-2.9381917317708335,33.4793586730957,8.1e-05,988843,319
-3.0116373697916665,35.10148620605469,8.1e-05,991843,320
-3.0819905598958335,35.2413215637207,8.1e-05,994843,321
-2.88427734375,33.94105529785156,8.1e-05,997843,322
-2.7390950520833335,32.713809967041016,8.1e-05,1000000,323
-2.9307047526041665,34.10755920410156,8.1e-05,1000000,324
-2.862548828125,33.27705764770508,8.1e-05,1000000,325
-2.9052734375,32.81379318237305,8.1e-05,1000000,326
-2.9788004557291665,32.93476867675781,8.1e-05,1000000,327
-2.7984212239583335,34.55180740356445,8.1e-05,1000000,328
-2.7217203776041665,35.44059753417969,8.1e-05,1000000,329
-2.6458333333333335,34.16669464111328,8.1e-05,1000000,330
-2.7523600260416665,34.51470184326172,8.1e-05,1000000,331
-2.7724609375,33.57221221923828,8.1e-05,1000000,332
-2.6969401041666665,34.95878219604492,8.1e-05,1000000,333
-2.7551676432291665,33.21185302734375,8.1e-05,1000000,334
-3.0209554036458335,35.03167724609375,8.1e-05,1000000,335
-2.5847981770833335,32.65623092651367,8.1e-05,1000000,336
-2.2978515625,33.332115173339844,8.1e-05,1000000,337
-2.5531412760416665,33.093719482421875,8.1e-05,1000000,338
-2.55810546875,34.226863861083984,8.1e-05,1000000,339
-2.665771484375,34.33848571777344,8.1e-05,1000000,340
-2.4657389322916665,32.524845123291016,8.1e-05,1000000,341
-2.5754801432291665,34.31549835205078,8.1e-05,1000000,342
-2.2714029947916665,33.9202766418457,8.1e-05,1000000,343
-2.3449300130208335,33.70195007324219,8.1e-05,1000000,344
-2.3568522135416665,30.78528594970703,8.1e-05,1000000,345
-2.2340494791666665,32.33658218383789,8.1e-05,1000000,346
-2.1764322916666665,31.631267547607422,8.1e-05,1000000,347
-2.2035319010416665,29.891847610473633,8.1e-05,1000000,348
-2.0231119791666665,31.36532974243164,8.1e-05,1000000,349
-2.0716959635416665,31.125713348388672,8.1e-05,1000000,350
-1.91015625,31.997730255126953,8.1e-05,1000000,351
-2.1975504557291665,30.11650276184082,8.1e-05,1000000,352
-2.1398111979166665,32.02766799926758,8.1e-05,1000000,353
-1.9765218098958333,30.20207405090332,8.1e-05,1000000,354
-1.9959716796875,30.85263442993164,8.1e-05,1000000,355
-1.9319254557291667,31.048473358154297,8.1e-05,1000000,356
-2.3039143880208335,33.63510513305664,8.1e-05,1000000,357
-1.8650716145833333,31.58439064025879,8.1e-05,1000000,358
-1.8646240234375,30.584449768066406,8.1e-05,1000000,359
-1.8986409505208333,30.897850036621094,8.1e-05,1000000,360
-1.7795003255208333,32.57489013671875,8.1e-05,1000000,361
-1.8253173828125,31.050888061523438,8.1e-05,1000000,362
-1.81298828125,32.02469253540039,8.1e-05,1000000,363
-1.85791015625,31.869840621948242,8.1e-05,1000000,364
-1.6995442708333333,31.565345764160156,8.1e-05,1000000,365
-1.6254475911458333,31.229652404785156,8.1e-05,1000000,366
-1.7322591145833333,31.063589096069336,8.1e-05,1000000,367
-1.3876546223958333,29.483654022216797,8.1e-05,1000000,368
-1.5536702473958333,30.371963500976562,8.1e-05,1000000,369
-1.4365234375,29.684837341308594,8.1e-05,1000000,370
-1.3952229817708333,30.894357681274414,8.1e-05,1000000,371
-1.5456136067708333,30.002742767333984,8.1e-05,1000000,372
-1.7314453125,32.12430953979492,8.1e-05,1000000,373
-1.3048909505208333,29.24852752685547,8.1e-05,1000000,374
-1.4722493489583333,29.854902267456055,8.1e-05,1000000,375
-1.2947184244791667,29.33218002319336,8.1e-05,1000000,376
-1.6748046875,29.632888793945312,8.1e-05,1000000,377
-1.23193359375,30.553735733032227,8.1e-05,1000000,378
-1.2245279947916667,30.028650283813477,8.1e-05,1000000,379
-1.2086995442708333,28.973613739013672,8.1e-05,1000000,380
-1.1488444010416667,30.29397201538086,8.1e-05,1000000,381
-1.3023274739583333,29.959035873413086,8.1e-05,1000000,382
-1.2740071614583333,29.54214859008789,8.1e-05,1000000,383
-1.1094156901041667,27.82360076904297,8.1e-05,1000000,384
-1.254638671875,30.294696807861328,8.1e-05,1000000,385
-1.142333984375,28.238862991333008,8.1e-05,1000000,386
-0.9001871744791666,28.95376205444336,8.1e-05,1000000,387
-1.1590576171875,30.0880069732666,8.1e-05,1000000,388
-1.08740234375,28.926002502441406,8.1e-05,1000000,389
-1.0525309244791667,28.52910041809082,8.1e-05,1000000,390
-0.8026123046875,27.97430419921875,8.1e-05,1000000,391
-0.926025390625,28.919578552246094,8.1e-05,1000000,392
-1.0059000651041667,29.045372009277344,8.1e-05,1000000,393
-0.7979329427083334,29.094486236572266,8.1e-05,1000000,394
-0.987060546875,28.725160598754883,8.1e-05,1000000,395
-0.9803873697916666,29.629104614257812,8.1e-05,1000000,396
-0.8487548828125,29.16225814819336,8.1e-05,1000000,397
-0.791015625,27.821338653564453,8.1e-05,1000000,398
-0.780517578125,27.427143096923828,8.1e-05,1000000,399
-0.8636067708333334,29.283723831176758,8.1e-05,1000000,400
-0.7041015625,26.327394485473633,8.1e-05,1000000,401
-0.77587890625,27.366195678710938,8.1e-05,1000000,402
-0.8489583333333334,29.722190856933594,8.1e-05,1000000,403
-0.7327067057291666,29.222515106201172,8.1e-05,1000000,404
-0.5862630208333334,27.372133255004883,8.1e-05,1000000,405
-0.516845703125,28.95958709716797,8.1e-05,1000000,406
-0.6268310546875,26.756431579589844,8.1e-05,1000000,407
-0.3363444010416667,27.65407943725586,8.1e-05,1000000,408
-0.5692138671875,26.996183395385742,8.1e-05,1000000,409
-0.4683837890625,28.815649032592773,8.1e-05,1000000,410
-0.3479817708333333,28.222633361816406,8.1e-05,1000000,411
-0.6312255859375,27.419036865234375,8.1e-05,1000000,412
-0.3893636067708333,27.19666290283203,8.1e-05,1000000,413
-0.4686279296875,27.498149871826172,8.1e-05,1000000,414
-0.4140625,27.06841468811035,8.1e-05,1000000,415
-0.3836263020833333,27.951141357421875,8.1e-05,1000000,416
-0.3357340494791667,28.012989044189453,8.1e-05,1000000,417
-0.2566324869791667,28.304443359375,8.1e-05,1000000,418
-0.2396240234375,28.373462677001953,8.1e-05,1000000,419
0.025105794270833332,26.63680648803711,8.1e-05,1000000,420
-0.19905598958333334,27.69089126586914,8.1e-05,1000000,421
-0.16414388020833334,26.54652976989746,8.1e-05,1000000,422
-0.18900553385416666,26.564674377441406,8.1e-05,1000000,423
-0.07491048177083333,25.20047378540039,8.1e-05,1000000,424
-0.18159993489583334,27.79509735107422,8.1e-05,1000000,425
-0.0242919921875,26.631370544433594,8.1e-05,1000000,426
-0.22224934895833334,28.092891693115234,8.1e-05,1000000,427
-0.18961588541666666,26.06229019165039,8.1e-05,1000000,428
0.029703776041666668,25.926822662353516,8.1e-05,1000000,429
-0.0277099609375,26.878509521484375,8.1e-05,1000000,430
0.13944498697916666,26.895401000976562,8.1e-05,1000000,431
0.06595865885416667,26.49013900756836,8.1e-05,1000000,432
-0.10274251302083333,27.073043823242188,8.1e-05,1000000,433
0.2767333984375,26.69835662841797,8.1e-05,1000000,434
0.2867838541666667,25.377826690673828,8.1e-05,1000000,435
0.1285400390625,26.292449951171875,8.1e-05,1000000,436
0.23465983072916666,25.99999237060547,8.1e-05,1000000,437
0.3286946614583333,26.42605209350586,8.1e-05,1000000,438
0.07364908854166667,27.202415466308594,8.1e-05,1000000,439
0.14208984375,25.8592472076416,8.1e-05,1000000,440
0.17631022135416666,27.472728729248047,8.1e-05,1000000,441
0.3817138671875,26.96849822998047,8.1e-05,1000000,442
0.2660725911458333,27.12721061706543,8.1e-05,1000000,443
0.4672444661458333,25.569988250732422,8.1e-05,1000000,444
0.19376627604166666,26.95119857788086,8.1e-05,1000000,445
0.2791341145833333,27.24567222595215,8.1e-05,1000000,446
0.4757080078125,25.96041488647461,8.1e-05,1000000,447
0.4228108723958333,26.969514846801758,8.1e-05,1000000,448
0.5183919270833334,25.702537536621094,8.1e-05,1000000,449
0.5267740885416666,25.89456558227539,8.1e-05,1000000,450
0.5985107421875,25.833036422729492,8.1e-05,1000000,451
0.5314534505208334,25.398710250854492,8.1e-05,1000000,452
0.6045328776041666,26.29051971435547,8.1e-05,1000000,453
0.5288899739583334,25.775075912475586,8.1e-05,1000000,454
0.4866536458333333,25.230575561523438,8.1e-05,1000000,455
0.5489501953125,25.52899169921875,8.1e-05,1000000,456
0.599609375,25.469528198242188,8.1e-05,1000000,457
0.9400227864583334,25.0146541595459,8.1e-05,1000000,458
0.7298990885416666,26.47016716003418,8.1e-05,1000000,459
0.575927734375,25.447660446166992,8.1e-05,1000000,460
0.803466796875,24.568559646606445,8.1e-05,1000000,461
0.7655843098958334,25.546924591064453,8.1e-05,1000000,462
0.8011067708333334,24.236495971679688,8.1e-05,1000000,463
0.8306884765625,26.124788284301758,8.1e-05,1000000,464
0.8549397786458334,25.87347412109375,8.1e-05,1000000,465
0.9646402994791666,25.90147590637207,8.1e-05,1000000,466
0.87060546875,25.880958557128906,8.1e-05,1000000,467
1.0010579427083333,25.73310661315918,8.1e-05,1000000,468
0.8109130859375,26.523683547973633,8.1e-05,1000000,469
0.8990478515625,24.913244247436523,8.1e-05,1000000,470
0.8680013020833334,25.600374221801758,8.1e-05,1000000,471
0.9164632161458334,25.501224517822266,8.1e-05,1000000,472
1.07470703125,24.271522521972656,8.1e-05,1000000,473
1.063720703125,24.9342041015625,8.1e-05,1000000,474
1.103515625,25.486865997314453,8.1e-05,1000000,475
1.1057942708333333,24.543703079223633,8.1e-05,1000000,476
1.0678304036458333,24.360530853271484,8.1e-05,1000000,477
1.2668863932291667,24.162683486938477,8.1e-05,1000000,478
1.2558186848958333,24.13328742980957,8.1e-05,1000000,479
1.2057698567708333,25.457067489624023,8.1e-05,1000000,480
1.1435139973958333,23.910377502441406,8.1e-05,1000000,481
1.2713623046875,23.851295471191406,8.1e-05,1000000,482
1.0624186197916667,23.82565689086914,8.1e-05,1000000,483
1.3900146484375,24.791494369506836,8.1e-05,1000000,484
1.2957763671875,24.754558563232422,8.1e-05,1000000,485
1.4208984375,24.0821533203125,8.1e-05,1000000,486
1.1232503255208333,23.974712371826172,8.1e-05,1000000,487
1.2345377604166667,24.30621337890625,8.1e-05,1000000,488
