td_error,loss,average_reward,learning_rate,buffer_size,epoch
5.4669394,14.890933990478516,3.0207112630208335,0.001,155041,41
5.412966,14.566583633422852,2.96728515625,0.001,158041,42
5.404728,15.088884353637695,3.1067708333333335,0.001,161041,43
5.4301,14.537193298339844,3.2003987630208335,0.001,164041,44
5.5644665,14.916078567504883,3.2283121744791665,0.001,167041,45
5.572589,15.409236907958984,3.2657470703125,0.001,170041,46
5.3230214,12.890226364135742,3.2281901041666665,0.001,173041,47
5.6052155,15.278766632080078,3.2591959635416665,0.001,176041,48
5.5207214,14.552482604980469,3.2910563151041665,0.001,179041,49
5.5700636,14.219772338867188,3.4550374348958335,0.001,182041,50
5.5505867,13.654570579528809,3.4620361328125,0.001,185041,51
5.517229,13.569292068481445,3.4222819010416665,0.001,188041,52
5.8973637,14.38078498840332,3.4554850260416665,0.001,191041,53
5.5831714,13.628658294677734,3.5424397786458335,0.001,194041,54
5.819097,14.077259063720703,3.63134765625,0.001,197041,55
5.66496,13.352544784545898,3.6471354166666665,0.001,200041,56
5.7890296,13.90963077545166,3.6694742838541665,0.001,203041,57
5.8537655,14.455745697021484,3.7220052083333335,0.001,206041,58
5.6161137,13.159621238708496,3.5833740234375,0.001,209041,59
5.9816494,13.535623550415039,3.7379557291666665,0.001,212041,60
5.809671,13.225859642028809,3.6161702473958335,0.001,215041,61
5.9637556,14.318116188049316,3.806884765625,0.001,218041,62
5.799833,12.928587913513184,3.8059895833333335,0.001,221041,63
5.875706,13.220832824707031,3.8452555338541665,0.001,224041,64
6.009739,13.32110595703125,3.9118245442708335,0.001,227041,65
5.7493515,12.14799976348877,3.7618001302083335,0.001,230041,66
5.9322453,13.526907920837402,3.9141438802083335,0.001,233041,67
5.7608128,12.228497505187988,3.9261067708333335,0.001,236041,68
5.8587623,12.325446128845215,3.9889729817708335,0.001,239041,69
6.095294,13.36795711517334,4.02587890625,0.001,242041,70
6.1433787,12.968181610107422,4.141438802083333,0.001,245041,71
6.106253,12.761075019836426,4.109171549479167,0.001,248041,72
6.03728,12.584348678588867,4.096150716145833,0.001,251041,73
5.88796,12.053370475769043,3.9620768229166665,0.001,254041,74
5.865702,11.388859748840332,4.11865234375,0.001,257041,75
6.1558046,12.164887428283691,4.130167643229167,0.001,260041,76
6.088538,12.085445404052734,4.087646484375,0.001,263041,77
6.238933,12.238273620605469,4.253702799479167,0.001,266041,78
6.1239862,12.384485244750977,4.217366536458333,0.001,269041,79
6.303009,12.472838401794434,4.280680338541667,0.001,272041,80
6.1049867,11.809414863586426,4.281901041666667,0.001,275041,81
6.098624,11.498973846435547,4.2862548828125,0.001,278041,82
6.2745585,12.137887001037598,4.3028564453125,0.001,281041,83
6.4059167,12.29068374633789,4.399943033854167,0.001,284041,84
6.1613474,11.326125144958496,4.382242838541667,0.001,287041,85
6.3521013,11.871722221374512,4.475056966145833,0.001,290041,86
6.2444124,11.20263671875,4.481241861979167,0.001,293041,87
6.2894998,11.20236587524414,4.47265625,0.001,296041,88
6.313553,11.160049438476562,4.539388020833333,0.001,299041,89
6.367914,11.416706085205078,4.566569010416667,0.001,302041,90
6.318307,11.363922119140625,4.520345052083333,0.001,305041,91
6.250048,11.187349319458008,4.5911865234375,0.001,308041,92
6.483109,11.790525436401367,4.6131591796875,0.001,311041,93
6.1425467,10.515331268310547,4.482340494791667,0.001,314041,94
6.398953,10.817058563232422,4.615193684895833,0.001,317041,95
6.4663363,11.010505676269531,4.6279296875,0.001,320041,96
6.2092924,10.388416290283203,4.683837890625,0.001,323041,97
6.380424,10.733500480651855,4.580891927083333,0.001,326041,98
6.382418,10.553302764892578,4.615397135416667,0.001,329041,99
6.494462,10.938657760620117,4.716512044270833,0.0009000000000000001,332041,100
6.6014366,11.168527603149414,4.76806640625,0.0009000000000000001,335041,101
6.526948,10.908390045166016,4.6527099609375,0.0009000000000000001,338041,102
6.4565067,10.764360427856445,4.761962890625,0.0009000000000000001,341041,103
6.511046,10.75872802734375,4.7137451171875,0.0009000000000000001,344041,104
6.558239,11.04611587524414,4.7005615234375,0.0009000000000000001,347041,105
6.5029483,10.931916236877441,4.780517578125,0.0009000000000000001,350041,106
6.5123396,11.076868057250977,4.827880859375,0.0009000000000000001,353041,107
6.4097543,10.796368598937988,4.758382161458333,0.0009000000000000001,356041,108
6.494859,10.986185073852539,4.863850911458333,0.0009000000000000001,359041,109
6.6125317,11.129535675048828,4.851318359375,0.0009000000000000001,362041,110
6.6104903,11.238504409790039,4.902994791666667,0.0009000000000000001,365041,111
6.481889,11.012386322021484,4.832682291666667,0.0009000000000000001,368041,112
6.6013203,11.213654518127441,4.890665690104167,0.0009000000000000001,371041,113
6.688938,11.469329833984375,4.953816731770833,0.0009000000000000001,374041,114
6.683082,11.416969299316406,5.0308837890625,0.0009000000000000001,377041,115
6.76567,11.655706405639648,5.134806315104167,0.0009000000000000001,380041,116
6.530435,11.105457305908203,4.871337890625,0.0009000000000000001,383041,117
6.6165414,11.322273254394531,5.055419921875,0.0009000000000000001,386041,118
6.64575,11.743558883666992,5.017903645833333,0.0009000000000000001,389041,119
6.6512,11.425484657287598,5.108927408854167,0.0009000000000000001,392041,120
6.8645983,11.842634201049805,5.166463216145833,0.0009000000000000001,395041,121
6.7583933,11.81747817993164,5.087646484375,0.0009000000000000001,398041,122
6.668182,11.58047866821289,5.070393880208333,0.0009000000000000001,401041,123
6.681884,11.529675483703613,5.091715494791667,0.0009000000000000001,404041,124
6.777998,12.017821311950684,5.1932373046875,0.0009000000000000001,407041,125
6.6537576,11.496294021606445,5.1748046875,0.0009000000000000001,410041,126
6.5494313,11.413755416870117,5.158610026041667,0.0009000000000000001,413041,127
6.8765254,11.974955558776855,5.168741861979167,0.0009000000000000001,416041,128
6.9006667,12.347036361694336,5.2742919921875,0.0009000000000000001,419041,129
6.7629633,12.02265739440918,5.2236328125,0.0009000000000000001,422041,130
6.6934767,12.079132080078125,5.2330322265625,0.0009000000000000001,425041,131
6.8369384,12.024543762207031,5.341349283854167,0.0009000000000000001,428041,132
6.911604,12.547929763793945,5.3046875,0.0009000000000000001,431041,133
6.949916,12.846708297729492,5.3758544921875,0.0009000000000000001,434041,134
6.865157,12.567060470581055,5.391845703125,0.0009000000000000001,437041,135
6.992551,12.573020935058594,5.4051513671875,0.0009000000000000001,440041,136
7.018184,12.501009941101074,5.382039388020833,0.0009000000000000001,443041,137
6.7627373,11.952323913574219,5.348876953125,0.0009000000000000001,446041,138
7.0333223,12.945303916931152,5.434977213541667,0.0009000000000000001,449041,139
6.9930153,12.592960357666016,5.3974609375,0.0009000000000000001,452041,140
7.0598145,12.742834091186523,5.4254150390625,0.0009000000000000001,455041,141
6.9303775,12.49061107635498,5.464111328125,0.0009000000000000001,458041,142
7.061634,12.907499313354492,5.539998372395833,0.0009000000000000001,461041,143
7.0279336,12.7440824508667,5.504191080729167,0.0009000000000000001,464041,144
7.1472526,12.759952545166016,5.462565104166667,0.0009000000000000001,467041,145
7.0942883,12.864736557006836,5.612996419270833,0.0009000000000000001,470041,146
7.069515,12.953438758850098,5.558308919270833,0.0009000000000000001,473041,147
7.2551155,13.369118690490723,5.647013346354167,0.0009000000000000001,476041,148
7.269113,13.353789329528809,5.697550455729167,0.0009000000000000001,479041,149
7.33988,13.546991348266602,5.692708333333333,0.0009000000000000001,482041,150
7.071578,12.891515731811523,5.635823567708333,0.0009000000000000001,485041,151
7.2914057,13.53676986694336,5.710652669270833,0.0009000000000000001,488041,152
6.939065,12.894518852233887,5.516031901041667,0.0009000000000000001,491041,153
7.2411737,13.569295883178711,5.6832275390625,0.0009000000000000001,494041,154
7.031205,13.228522300720215,5.741861979166667,0.0009000000000000001,497041,155
7.2039785,13.506629943847656,5.738362630208333,0.0009000000000000001,500041,156
7.1458483,13.608250617980957,5.689900716145833,0.0009000000000000001,503041,157
7.12632,13.467711448669434,5.705485026041667,0.0009000000000000001,506041,158
7.023836,13.118372917175293,5.8055419921875,0.0009000000000000001,509041,159
7.3345404,13.816658020019531,5.853312174479167,0.0009000000000000001,512041,160
7.3306475,13.809548377990723,5.7938232421875,0.0009000000000000001,515041,161
7.4371076,14.094972610473633,5.8929443359375,0.0009000000000000001,518041,162
7.2848315,13.8475341796875,5.7882080078125,0.0009000000000000001,521023,163
7.2497573,13.749731063842773,5.92333984375,0.0009000000000000001,524023,164
7.3777294,13.953695297241211,5.813924153645833,0.0009000000000000001,526999,165
7.3295193,13.949361801147461,5.902384440104167,0.0009000000000000001,529983,166
7.295274,13.892162322998047,5.911580403645833,0.0009000000000000001,532983,167
7.4359837,14.312204360961914,5.971028645833333,0.0009000000000000001,535983,168
7.592684,14.297374725341797,6.020751953125,0.0009000000000000001,538983,169
7.431771,14.387519836425781,5.9842529296875,0.0009000000000000001,541983,170
7.5376005,14.115804672241211,6.044230143229167,0.0009000000000000001,544983,171
7.535574,14.664070129394531,6.009195963541667,0.0009000000000000001,547980,172
7.522788,14.163382530212402,6.07861328125,0.0009000000000000001,550980,173
7.5211062,14.556497573852539,6.0745849609375,0.0009000000000000001,553964,174
7.291172,14.273415565490723,5.9561767578125,0.0009000000000000001,556964,175
7.5668907,14.547435760498047,5.983601888020833,0.0009000000000000001,559945,176
7.589068,14.526345252990723,6.070515950520833,0.0009000000000000001,562925,177
7.606435,14.551937103271484,6.047281901041667,0.0009000000000000001,565882,178
7.4478493,14.57119369506836,6.083292643229167,0.0009000000000000001,568855,179
7.371317,14.574148178100586,6.099365234375,0.0009000000000000001,571807,180
7.385356,14.364129066467285,6.1444091796875,0.0009000000000000001,574766,181
7.556658,14.653192520141602,6.127482096354167,0.0009000000000000001,577725,182
7.465548,14.449623107910156,6.138916015625,0.0009000000000000001,580725,183
7.685255,15.043534278869629,6.1661376953125,0.0009000000000000001,583666,184
7.542933,14.945451736450195,6.2247314453125,0.0009000000000000001,586611,185
7.5453877,14.798774719238281,6.145222981770833,0.0009000000000000001,589585,186
7.5427175,14.90477466583252,6.128133138020833,0.0009000000000000001,592477,187
7.6978607,14.808492660522461,6.258219401041667,0.0009000000000000001,595421,188
7.8354325,15.85798168182373,6.264567057291667,0.0009000000000000001,598410,189
7.6027775,14.940409660339355,6.182698567708333,0.0009000000000000001,601334,190
7.929923,15.876513481140137,6.265177408854167,0.0009000000000000001,604334,191
7.457282,14.747236251831055,6.2095947265625,0.0009000000000000001,607273,192
7.832698,15.539876937866211,6.34912109375,0.0009000000000000001,610231,193
7.752884,15.784478187561035,6.3291015625,0.0009000000000000001,613191,194
7.570221,15.01601791381836,6.313313802083333,0.0009000000000000001,616153,195
7.9316726,15.929845809936523,6.327351888020833,0.0009000000000000001,619078,196
7.8965025,15.647786140441895,6.357096354166667,0.0009000000000000001,622007,197
7.7613115,15.455324172973633,6.428792317708333,0.0009000000000000001,624969,198
7.57827,15.106319427490234,6.351725260416667,0.0009000000000000001,627892,199
7.8160076,15.750347137451172,6.407389322916667,0.0008100000000000001,630835,200
7.900258,15.955230712890625,6.404052734375,0.0008100000000000001,633835,201
7.7446213,15.583333015441895,6.372233072916667,0.0008100000000000001,636835,202
7.8050756,15.951478958129883,6.517862955729167,0.0008100000000000001,639808,203
7.9327703,16.272113800048828,6.474853515625,0.0008100000000000001,642719,204
7.7173424,15.718578338623047,6.3922119140625,0.0008100000000000001,645604,205
7.8880515,15.719429016113281,6.513916015625,0.0008100000000000001,648475,206
7.6009073,15.346582412719727,6.4356689453125,0.0008100000000000001,651356,207
7.9533186,16.069019317626953,6.463704427083333,0.0008100000000000001,654272,208
8.037024,16.583118438720703,6.63232421875,0.0008100000000000001,657189,209
7.929208,15.970471382141113,6.522786458333333,0.0008100000000000001,660045,210
8.042627,16.37602996826172,6.4910888671875,0.0008100000000000001,662949,211
7.982875,16.329065322875977,6.478190104166667,0.0008100000000000001,665885,212
7.9756,16.386886596679688,6.456258138020833,0.0008100000000000001,668802,213
7.794938,15.928192138671875,6.540974934895833,0.0008100000000000001,671660,214
8.223574,17.022018432617188,6.674723307291667,0.0008100000000000001,674560,215
7.9125485,16.139917373657227,6.5784912109375,0.0008100000000000001,677448,216
7.8251715,16.128673553466797,6.520304361979167,0.0008100000000000001,680225,217
8.023139,16.22416877746582,6.482096354166667,0.0008100000000000001,683116,218
7.9123125,16.084514617919922,6.634806315104167,0.0008100000000000001,685942,219
7.979137,16.615209579467773,6.60986328125,0.0008100000000000001,688822,220
7.9020014,16.467588424682617,6.627604166666667,0.0008100000000000001,691660,221
7.978892,16.796960830688477,6.626790364583333,0.0008100000000000001,694548,222
8.046104,16.751724243164062,6.717732747395833,0.0008100000000000001,697410,223
8.0451765,16.585506439208984,6.658243815104167,0.0008100000000000001,700335,224
8.084907,17.16555404663086,6.654947916666667,0.0008100000000000001,703181,225
7.973748,16.724119186401367,6.643839518229167,0.0008100000000000001,706051,226
7.9261,16.74599266052246,6.668660481770833,0.0008100000000000001,708898,227
8.147195,16.915180206298828,6.742838541666667,0.0008100000000000001,711457,228
8.237878,17.04037857055664,6.827596028645833,0.0008100000000000001,713846,229
8.086,16.605030059814453,6.5985107421875,0.0008100000000000001,716211,230
8.293192,17.036026000976562,6.735921223958333,0.0008100000000000001,718633,231
8.424023,16.775753021240234,6.853312174479167,0.0008100000000000001,720977,232
8.212386,16.93585968017578,6.762247721354167,0.0008100000000000001,723388,233
8.520407,17.18777847290039,6.833333333333333,0.0008100000000000001,725786,234
8.557291,17.559289932250977,6.812784830729167,0.0008100000000000001,728162,235
8.56575,17.325742721557617,6.938191731770833,0.0008100000000000001,730530,236
8.450935,17.334651947021484,6.794352213541667,0.0008100000000000001,732870,237
8.788031,17.79884910583496,6.935953776041667,0.0008100000000000001,735222,238
8.316208,17.211484909057617,6.893351236979167,0.0008100000000000001,737578,239
8.417135,17.044635772705078,6.896443684895833,0.0008100000000000001,739928,240
8.432412,17.290699005126953,6.9263916015625,0.0008100000000000001,742302,241
8.5789,17.543766021728516,6.861409505208333,0.0008100000000000001,744677,242
8.385132,17.10559844970703,6.993815104166667,0.0008100000000000001,747061,243
8.431166,17.198780059814453,6.9400634765625,0.0008100000000000001,749385,244
8.542893,17.497093200683594,6.910400390625,0.0008100000000000001,751736,245
8.613978,17.508255004882812,6.980550130208333,0.0008100000000000001,754168,246
8.599719,17.509550094604492,7.037801106770833,0.0008100000000000001,756526,247
8.475898,17.49924659729004,6.934855143229167,0.0008100000000000001,758839,248
8.865356,18.29355812072754,7.026611328125,0.0008100000000000001,761165,249
8.48479,17.526512145996094,6.949788411458333,0.0008100000000000001,763529,250
8.555821,17.383665084838867,6.993693033854167,0.0008100000000000001,765895,251
8.436735,17.43701934814453,6.931233723958333,0.0008100000000000001,768178,252
8.524721,17.641002655029297,6.9295654296875,0.0008100000000000001,770524,253
8.618787,17.855587005615234,6.9256591796875,0.0008100000000000001,772850,254
8.426104,17.469852447509766,6.942057291666667,0.0008100000000000001,775178,255
8.708474,18.280075073242188,7.016357421875,0.0008100000000000001,777522,256
8.798323,18.0382137298584,7.028971354166667,0.0008100000000000001,779847,257
8.623234,17.726497650146484,6.982584635416667,0.0008100000000000001,782109,258
8.654506,17.966663360595703,7.010660807291667,0.0008100000000000001,784392,259
8.70906,17.848379135131836,7.0850830078125,0.0008100000000000001,786717,260
8.66728,17.822975158691406,7.035196940104167,0.0008100000000000001,789036,261
8.690592,17.90810775756836,6.9818115234375,0.0008100000000000001,791370,262
8.542183,17.918760299682617,6.987833658854167,0.0008100000000000001,793644,263
8.520531,18.03428077697754,7.070556640625,0.0008100000000000001,795990,264
8.68332,18.102148056030273,7.026448567708333,0.0008100000000000001,798281,265
8.816353,18.41385269165039,7.046305338541667,0.0008100000000000001,800601,266
8.886143,18.259828567504883,7.196573893229167,0.0008100000000000001,802920,267
8.671835,18.257125854492188,7.045654296875,0.0008100000000000001,805235,268
8.649647,17.964826583862305,6.9925537109375,0.0008100000000000001,807478,269
8.727766,17.950340270996094,7.131184895833333,0.0008100000000000001,809781,270
8.732983,18.17268943786621,7.085001627604167,0.0008100000000000001,812092,271
8.705671,18.1849365234375,7.049641927083333,0.0008100000000000001,814384,272
8.924032,18.890010833740234,7.079671223958333,0.0008100000000000001,816715,273
8.693743,18.573997497558594,7.147054036458333,0.0008100000000000001,819046,274
8.799232,18.564762115478516,7.1322021484375,0.0008100000000000001,821373,275
8.684955,18.2926025390625,7.103759765625,0.0008100000000000001,823690,276
8.937455,18.551374435424805,7.062581380208333,0.0008100000000000001,825981,277
8.491115,17.975582122802734,7.056681315104167,0.0008100000000000001,828307,278
8.652694,18.285903930664062,7.126871744791667,0.0008100000000000001,830672,279
8.702633,18.327465057373047,7.025105794270833,0.0008100000000000001,832988,280
8.8085375,18.614879608154297,7.030517578125,0.0008100000000000001,835331,281
8.665106,18.439538955688477,7.104573567708333,0.0008100000000000001,837661,282
9.018243,18.872093200683594,7.154622395833333,0.0008100000000000001,839976,283
8.398827,18.14571762084961,7.006510416666667,0.0008100000000000001,842336,284
8.66704,18.72787857055664,7.173909505208333,0.0008100000000000001,844665,285
8.741487,18.83655548095703,7.0263671875,0.0008100000000000001,847002,286
8.846872,18.70629119873047,7.137451171875,0.0008100000000000001,849266,287
8.870834,18.72351837158203,7.159830729166667,0.0008100000000000001,851160,288
8.7390175,18.361806869506836,7.151570638020833,0.0008100000000000001,853304,289
8.946538,18.61096954345703,7.2071533203125,0.0008100000000000001,855172,290
9.221,19.00634765625,7.207722981770833,0.0008100000000000001,857091,291
9.075878,18.707740783691406,7.394287109375,0.0008100000000000001,858958,292
8.923996,18.232868194580078,7.379191080729167,0.0008100000000000001,860864,293
8.88624,18.411224365234375,7.3367919921875,0.0008100000000000001,862739,294
9.11157,18.750598907470703,7.40234375,0.0008100000000000001,864667,295
9.005953,18.454761505126953,7.251505533854167,0.0008100000000000001,866597,296
8.848223,18.12754249572754,7.317667643229167,0.0008100000000000001,868511,297
9.19989,18.973058700561523,7.3302001953125,0.0008100000000000001,870418,298
9.062701,18.841447830200195,7.3343505859375,0.0008100000000000001,872401,299
8.943146,18.448822021484375,7.383748372395833,0.000729,874316,300
8.887719,18.38191032409668,7.304036458333333,0.000729,876263,301
8.9681425,18.69621467590332,7.306233723958333,0.000729,878135,302
9.05706,18.527286529541016,7.329671223958333,0.000729,880030,303
9.114878,18.539657592773438,7.3115234375,0.000729,881935,304
9.218175,18.6982421875,7.370279947916667,0.000729,883855,305
9.384008,18.950931549072266,7.3917236328125,0.000729,885772,306
9.040719,18.500713348388672,7.384847005208333,0.000729,887712,307
8.854858,18.328750610351562,7.302815755208333,0.000729,889643,308
9.146755,18.83397674560547,7.396321614583333,0.000729,891544,309
8.738807,18.525623321533203,7.254435221354167,0.000729,893532,310
9.214593,19.032150268554688,7.323404947916667,0.000729,895507,311
9.102643,19.103256225585938,7.466796875,0.000729,897461,312
9.1508875,18.973167419433594,7.430908203125,0.000729,899420,313
9.288412,19.14794921875,7.366455078125,0.000729,901353,314
9.152826,19.061588287353516,7.259969075520833,0.000729,903273,315
9.364433,19.146677017211914,7.472819010416667,0.000729,905175,316
8.965094,18.895751953125,7.467569986979167,0.000729,907053,317
8.988617,18.968219757080078,7.332560221354167,0.000729,908947,318
9.0271435,18.8997802734375,7.2659912109375,0.000729,910857,319
9.311287,19.274782180786133,7.413777669270833,0.000729,912789,320
9.038813,18.944469451904297,7.26806640625,0.000729,914704,321
8.950026,18.39539337158203,7.267374674479167,0.000729,916608,322
9.081886,19.24941635131836,7.379720052083333,0.000729,918523,323
9.22511,19.262815475463867,7.275431315104167,0.000729,920435,324
9.048557,19.125722885131836,7.417765299479167,0.000729,922313,325
9.280547,19.317434310913086,7.391031901041667,0.000729,924205,326
8.983759,19.122081756591797,7.441853841145833,0.000729,926101,327
9.040508,19.000537872314453,7.364298502604167,0.000729,928009,328
9.095463,18.79965591430664,7.368693033854167,0.000729,929892,329
9.4331255,19.204166412353516,7.340494791666667,0.000729,931839,330
9.42744,19.7525577545166,7.384847005208333,0.000729,933779,331
9.257053,19.245344161987305,7.438069661458333,0.000729,935684,332
9.2992525,19.438758850097656,7.374348958333333,0.000729,937651,333
9.180105,19.200016021728516,7.383097330729167,0.000729,939621,334
9.407969,19.405899047851562,7.475138346354167,0.000729,941608,335
9.424041,19.85853385925293,7.454386393229167,0.000729,943595,336
9.435224,19.64913558959961,7.39306640625,0.000729,945595,337
9.2589035,19.343151092529297,7.3543701171875,0.000729,947598,338
9.042434,19.433124542236328,7.3936767578125,0.000729,949624,339
9.305132,19.486528396606445,7.447306315104167,0.000729,951623,340
9.04435,19.204336166381836,7.430094401041667,0.000729,953351,341
9.447784,19.259990692138672,7.447306315104167,0.000729,954869,342
9.384895,19.46951675415039,7.490478515625,0.000729,956401,343
9.166469,18.79464340209961,7.495524088541667,0.000729,957930,344
9.655547,19.596988677978516,7.617757161458333,0.000729,959445,345
9.529516,19.40903091430664,7.657023111979167,0.000729,960955,346
9.342146,19.51898193359375,7.591023763020833,0.000729,962473,347
9.683466,19.523086547851562,7.703857421875,0.000729,963997,348
9.515776,19.462711334228516,7.7080078125,0.000729,965535,349
9.657408,19.625621795654297,7.628824869791667,0.000729,967052,350
9.666426,19.405803680419922,7.627644856770833,0.000729,968569,351
9.721037,19.69708251953125,7.676472981770833,0.000729,970079,352
9.658784,19.829975128173828,7.726277669270833,0.000729,971613,353
9.507432,19.499059677124023,7.718790690104167,0.000729,973138,354
9.680443,19.675315856933594,7.664591471354167,0.000729,974663,355
9.677489,19.75491714477539,7.779296875,0.000729,976162,356
9.791101,19.783954620361328,7.855387369791667,0.000729,977672,357
9.205328,19.15155029296875,7.625773111979167,0.000729,979193,358
9.675227,19.84100341796875,7.660725911458333,0.000729,980697,359
9.368689,19.463024139404297,7.5977783203125,0.000729,982243,360
9.95606,19.901662826538086,7.822550455729167,0.000729,983754,361
9.445208,19.514320373535156,7.600911458333333,0.000729,985310,362
9.245141,19.06411361694336,7.5587158203125,0.000729,986860,363
9.589333,19.410158157348633,7.795654296875,0.000729,988361,364
9.953741,20.164691925048828,7.729166666666667,0.000729,989895,365
9.770694,19.74040412902832,7.554972330729167,0.000729,991421,366
9.429008,19.43643569946289,7.586954752604167,0.000729,993186,367
9.732978,19.98773193359375,7.615071614583333,0.000729,994702,368
9.898968,20.363122940063477,7.810546875,0.000729,996218,369
9.501312,19.406349182128906,7.678792317708333,0.000729,997754,370
9.664633,19.855579376220703,7.664021809895833,0.000729,999291,371
9.637993,20.045204162597656,7.664265950520833,0.000729,1000000,372
9.737054,20.381027221679688,7.667195638020833,0.000729,1000000,373
9.975413,20.3962459564209,7.717081705729167,0.000729,1000000,374
9.595522,20.17291259765625,7.74658203125,0.000729,1000000,375
9.571451,19.747312545776367,7.75537109375,0.000729,1000000,376
9.480402,19.800640106201172,7.576944986979167,0.000729,1000000,377
9.697538,20.090957641601562,7.756754557291667,0.000729,1000000,378
9.642754,20.208229064941406,7.7344970703125,0.000729,1000000,379
9.357259,19.946271896362305,7.642415364583333,0.000729,1000000,380
9.562008,20.116785049438477,7.7362060546875,0.000729,1000000,381
9.851462,20.674358367919922,7.7174072265625,0.000729,1000000,382
9.810383,20.450496673583984,7.80078125,0.000729,1000000,383
9.587929,20.117013931274414,7.662150065104167,0.000729,1000000,384
9.584488,20.353599548339844,7.784830729166667,0.000729,1000000,385
9.487276,20.142826080322266,7.739908854166667,0.000729,1000000,386
9.627871,20.6995849609375,7.727701822916667,0.000729,1000000,387
9.688351,20.60537338256836,7.562581380208333,0.000729,1000000,388
9.504807,20.47928810119629,7.740030924479167,0.000729,1000000,389
9.423816,20.626306533813477,7.756795247395833,0.000729,1000000,390
9.5223875,20.842533111572266,7.863240559895833,0.000729,1000000,391
9.447334,20.660303115844727,7.573893229166667,0.000729,1000000,392
9.577691,20.813861846923828,7.486735026041667,0.000729,1000000,393
9.311947,20.472082138061523,7.693277994791667,0.000729,1000000,394
9.457402,20.821426391601562,7.778076171875,0.000729,1000000,395
9.452751,20.841110229492188,7.649861653645833,0.000729,1000000,396
9.251703,20.771358489990234,7.524373372395833,0.000729,1000000,397
9.420252,20.940244674682617,7.599365234375,0.000729,1000000,398
9.55357,20.80145835876465,7.745320638020833,0.000729,1000000,399
9.344031,20.669645309448242,7.634358723958333,0.0006561000000000001,1000000,400
9.406584,21.017839431762695,7.7197265625,0.0006561000000000001,1000000,401
9.378581,21.161922454833984,7.4781494140625,0.0006561000000000001,1000000,402
9.492652,21.44208526611328,7.684733072916667,0.0006561000000000001,1000000,403
9.293989,20.881366729736328,7.646280924479167,0.0006561000000000001,1000000,404
9.464865,21.422611236572266,7.717122395833333,0.0006561000000000001,1000000,405
9.589162,21.172489166259766,7.6312255859375,0.0006561000000000001,1000000,406
9.729122,21.586502075195312,7.75,0.0006561000000000001,1000000,407
9.381247,21.366397857666016,7.578531901041667,0.0006561000000000001,1000000,408
9.35738,21.265270233154297,7.6064453125,0.0006561000000000001,1000000,409
9.413503,21.293582916259766,7.705973307291667,0.0006561000000000001,1000000,410
9.397807,21.380290985107422,7.571818033854167,0.0006561000000000001,1000000,411
9.478464,21.491153717041016,7.633382161458333,0.0006561000000000001,1000000,412
9.410652,21.548879623413086,7.668212890625,0.0006561000000000001,1000000,413
